epoch,updates,auc,ap,val_auc,val_ap
4,8835,0.9972277452409873,0.24939861556420345,0.9980580878614134,0.996964155283531
5,11043,0.9946671080623462,0.15378462184446412,0.9998793424036992,0.999860969142008
1,2208,0.9956827636783855,0.14370953775464126,0.9967188461967034,0.9945355028376671
5,11043,0.9971557678697994,0.23865401614325282,0.998648162096706,0.9981858562570702
2,4417,0.9957656019099709,0.1556102636701528,0.9979215507317375,0.9971578694882738
3,6626,0.9991202582222736,0.6903142866674673,0.9989181563742096,0.9985845961693747
4,8835,0.9987252508244404,0.5271092786380592,0.9994943702814688,0.9992966072289357
5,11043,0.9980128170560498,0.46931978407311475,0.9994750616444633,0.9992820166058157
