,auc,ap
0,0.9844728935121612,0.5208577250262398
1,0.9945746915929388,0.44495039047917784
2,0.9631906739765822,0.6178944266595359
3,0.9889602889393189,0.5814337747378834
4,0.9760336903881421,0.36633294628654833
5,0.9849518771003806,0.42689279778476175
6,0.9931230380954703,0.4385044413195291
7,0.9833676231589724,0.5546210282615499
8,0.9913449453107993,0.4499935795393185
9,0.9874437282555408,0.5003173303953616
