,auc,ap
0,0.9319875391572807,0.9064947459246819
1,0.8796501874568241,0.8797763985862154
2,0.9389092508095861,0.9138293557521838
3,0.8498594181051804,0.8481916911332675
4,0.8609730914191926,0.8674744202216704
5,0.9423561641838945,0.9246058683504383
6,0.9061809697919928,0.8913448824975081
7,0.8947054783716718,0.8895679069234035
8,0.8492356989596999,0.8636749754415173
9,0.9297037791953942,0.9156888182704868
