,auc,ap
0,0.9947720337140008,0.4108301319779723
1,0.9890959650956571,0.7689625610333157
2,0.9878615286141662,0.2912629545231502
3,0.962359431667932,0.0973500943958209
4,0.9968060312871947,0.5780103011940959
5,0.9948122524465293,0.38974672029476903
6,0.9943487715521926,0.394345778125565
7,0.992106315157519,0.3688222279197992
8,0.9978971230199998,0.8650068303435737
9,0.8662618045290154,0.33295365823689765
